
#-------------------------------------------------------------
# Ob: conjunto de barras da rede
# Tb: tipo de barra
# PD: potencia ativa demanda
# QD: potencia reativa demanda
# QC: bancos capacitivos instalados na rede
# Tb = 1 subestac√£o (tipo de barra)
# Tb = 0 barra de carga (tipo de barra)
# as cargas estao dadas em (P=kW, Q=kVAr)

#-----------------------------------------------------------------------
# Sistema de 85 barras


 
#-----------------------------------------------------------------------
 
param :   Ob :		Tb      PD           QD       QC :=
           1		1      0.00       0.0000     0.00
           2		0     0.00       0.0000     0.00
           3		0      0.00       0.0000     0.00
           4		0     56.00      57.1314     0.00
           5		0      0.00       0.0000     0.00
           6		0     35.28      35.9928     0.00
           7 		0     0.00       0.0000     0.00
           8		0     35.28      35.9928     0.00
           9		0      0.00       0.0000     0.00
          10		0      0.00       0.0000     0.00
          11 		0    56.00      57.1314     0.00
          12 		0     0.00       0.0000     0.00
          13		0      0.00       0.0000     0.00
          14		0     35.28      35.9928     0.00
          15 		0    35.28      35.9928     0.00
          16 		0    35.28      35.9928     0.00
          17 		0   112.00     114.2629     0.00
          18 		0    56.00      57.1314     0.00
          19 		0    56.00      57.1314     0.00
          20  		0   35.28      35.9928     0.00
          21  		0   35.28      35.9928     0.00
          22  		0   35.28      35.9928     0.00
          23  		0   56.00      57.1314     0.00
          24 		0    35.28      35.9928     0.00
          25 		0    35.28      35.9928     0.00
          26  		0   56.00      57.1314     0.00
          27   		0   0.00       0.0000     0.00
          28  		0   56.00      57.1314     0.00
          29  		0    0.00       0.0000     0.00
          30  		0   35.28      35.9928     0.00
          31 		0    35.28      35.9928     0.00
          32  		0    0.00       0.0000     0.00
          33 		0    14.00      14.2829     0.00
          34 		0     0.00       0.0000     0.00
          35 		0     0.00       0.0000     0.00
          36		0     35.28      35.9928     0.00
          37 		0    56.00      57.1314     0.00
          38 		0    56.00      57.1314     0.00
          39 		0    56.00      57.1314     0.00
          40 		0    35.28      35.9928     0.00
          41 		0     0.00       0.0000     0.00
          42  		0   35.28      35.9928     0.00
          43 		0    35.28      35.9928     0.00
          44		0     35.28      35.9928     0.00
          45  		0   35.28      35.9928     0.00
          46		0     35.28      35.9928     0.00
          47 		0    14.00      14.2829     0.00
          48 		0     0.00       0.0000     0.00
          49  		0    0.00       0.0000     0.00
          50 		0    36.28      37.0130     0.00
          51 		0    56.00      57.1314     0.00
          52  		0    0.00       0.0000     0.00
          53  		0   35.28      35.9928     0.00
          54  		0   56.00      57.1314     0.00
          55 		0    56.00      57.1314     0.00
          56 		0    14.00      14.2829     0.00
          57 		0    56.00      57.1314     0.00
          58 		0     0.00       0.0000     0.00
          59 		0    56.00      57.1314     0.00
          60 		0    56.00      57.1314     0.00
          61 		0    56.00      57.1314     0.00
          62 		0    56.00      57.1314     0.00
          63  		0   14.00      14.2829     0.00
          64  		0    0.00       0.0000     0.00
          65 		0     0.00       0.0000     0.00
          66  		0   56.00      57.1314     0.00
          67  		0    0.00       0.0000     0.00
          68 		0     0.00       0.0000     0.00
          69  		0   56.00      57.1314     0.00
          70  		0    0.00       0.0000     0.00
          71 		0    35.28      35.9928     0.00
          72 		0    56.00      57.1314     0.00
          73  		0    0.00       0.0000     0.00
          74  		0   56.00      57.1314     0.00
          75  		0   35.28      35.9928     0.00
          76 		0    56.00      57.1314     0.00
          77 		0    14.00      14.2829     0.00
          78 		0    56.00      57.1314     0.00
          79 		0    35.28      35.9928     0.00
          80   		0 	 56.00      57.1314     0.00
          81 		0     0.00       0.0000     0.00
          82  		0   56.00      57.1314     0.00
          83 		0    35.28      35.9928     0.00
          84  		0   14.00      14.2829     0.00
          85 		0    35.28      35.9928     0.00
   ;
       
      

#-----------------------------------------------------------------------
# Datos lineas 

param :     Ol:      Linea	   TC        L  :=
        1       2        1      8       0.29       
        2       3        2      8       0.43       
        3       4        3      8       0.58       
        4       5        4      8       0.29       
        5       6        5      8       1.16       
        6       7        6      8       0.73       
        7       8        7      8       3.19       
        8       9        8      1       0.29
        9      10        9      1       0.39
       10      11       10      1       0.39
       11      12       11      1       0.42
       12      13       12      1       0.19
       13      14       13      1       0.23
       14      15       14      1       0.52
        2      16       15      1       0.32
        3      17       16      1       0.58
        5      18       17      1       0.45
       18      19       18      1       0.32
       19      20       19      1       0.58
       20      21       20      1       1.10
       21      22       21      1       0.13
       19      23       22      1       0.64
        7      24       23      1       0.32
        8      25       24      1       0.26
       25      26       25      1       0.39
       26      27       26      1       0.19
       27      28       27      1       0.39
       28      29       28      1       0.39
       29      30       29      1       0.19
       30      31       30      1       0.13
       31      32       31      1       0.13
       32      33       32      1       0.58
       33      34       33      1       0.45
       34      35       34      1       0.13
       35      36       35      1       0.26
       26      37       36      1       0.71
       27      38       37      1       0.39
       29      39       38      1       0.32
       32      40       39      1       0.71
       40      41       40      1       0.19
       41      42       41      1       0.32
       41      43       42      1       0.71
       34      44       43      1       0.65
       44      45       44      1       0.65
       45      46       45      1       0.39
       46      47       46      1       0.45
       35      48       47      1       0.13
       48      49       48      1       0.26
       49      50       49      1       0.32
       50      51       50      1       0.97
       48      52       51      1       0.32
       52      53       52      1       0.39
       53      54       53      1       0.39
       52      55       54      1       0.39
       49      56       55      1       0.19
        9      57       56      1       0.58
       57      58       57      1       0.13
       58      59       58      1       0.39
       58      60       59      1       0.52
       60      61       60      1       0.71
       61      62       61      1       0.13
       60      63       62      1       0.52
       63      64       63      1       0.13
       64      65       64      1       0.13
       65      66       65      1       0.32
       64      67       66      1       0.64
       67      68       67      1       0.77
       68      69       68      1       0.32
       69      70       69      1       0.39
       70      71       70      1       0.13
       67      72       71      1       0.84
       68      73       72      1       0.19
       73      74       73      1       0.71
       73      75       74      1       0.39
       70      76       75      1       0.06
       65      77       76      1       0.45
       10      78       77      1       0.39
       67      79       78      1       0.52
       12      80       79      1       0.39
       80      81       80      1       0.26
       81      82       81      1       0.06
       81      83       82      1       0.77
       83      84       83      1       0.71
       13      85       84      1       0.58   
	;
           


#dados condutores

param:		Oc:		  Rc			Xc	  		Icmax	Cc :=
			1       0.1576   	0.2277     	520	    151
            2       0.2712   	0.2464     	310     81             
            3       0.2733   	0.2506     	288     70               
            4       0.4545   	0.2664     	212     48                
            5       0.7822   	0.2835     	150     31;                   
			
  
#- Dados das Tensoes -#

let Vnom := 11;		#Tensao da rede em kV
let Vmin := 0.9 * Vnom;		#Tensao minima
let Vmax := 1.0 * Vnom;		#Tensao maxima
let T := 8760;
let LSF := 0.2;
let Kp := 1.04;
let IDF := 0.1;
let Ke := 0.012;

  
#------------------------------------------------------------

for {c in Oc}
{
	let Rc[c]	:=	Rc[c]/1000; #Transforma Ohm em kOhm
	let Xc[c]	:=	Xc[c]/1000;
	let Z2[c]	:=	Rc[c]^2 + Xc[c]^2; #C·lculo de Z^2 
}

#-------------------------------------------------------------
#- Fixar a potencia ativa e reativa das barras -#

fix{i in Ob: Tb[i] == 0}
	PS[i] := 0;
	
fix{i in Ob: Tb[i] == 0}
	QS[i] := 0;
	 
#- Fixar a tensao na subestacao -#
fix{i in Ob: Tb[i] == 1}
	Vsqr[i] := Vnom^2;
	
#------------------------------------------------------------


# Linearizacao
for{(i,j) in Ol}{
	let DS[i,j] := (Vmax * Icmax[1]) / Y;

	for {y in 1..Y}{
		let ms[i,j,y] := (2*y-1)*DS[i,j];
	}
	let ms[i,j,1] := ms[i,j,1] * 5/6;
}




